account_id,customer_id,type,currency,balance,status,opened_at,branch_id
A-2034,C-2134,SAVINGS,USD,1248.64,FROZEN,2022-07-12 16:53:10,B-56
A-2035,C-1359,SAVINGS,USD,1965.83,OPEN,2023-05-30 17:39:06,B-84
A-2036,C-2817,SAVINGS,USD,565.31,OPEN,2020-09-25T21:56:14,B-45
A-2037,C-1155,CREDIT,USD,4974.82,CLOSED,02/09/2025,B-100
A-2038,C-1868,CHECKING,USD,8206.77,OPEN,2025-02-27T18:13:54,B-129
A-2039,C-1510,SAVINGS,USD,2561.02,OPEN,10/26/2018 06:06,B-10
A-2040,C-2370,CHECKING,USD,888.87,OPEN,2018-08-25,B-176
A-2041,C-2752,CHECKING,USD,631.25,OPEN,2022-01-07 20:36:38,B-199
A-2042,C-2239,SAVINGS,USD,2169.58,OPEN,04/26/2023,B-140
A-2043,C-2505,CHECKING,USD,1552.72,OPEN,2018-03-11 16:33:00,B-45
A-2044,C-2314,SAVINGS,USD,1932.13,OPEN,2019-03-16,B-113
A-2045,C-2208,CHECKING,USD,4696.68,OPEN,01/24/2019,B-9
A-2046,C-2193,SAVINGS,USD,1489.6,OPEN,2023-04-22T12:55:05,B-129
A-2047,C-1375,CHECKING,USD,1902.71,OPEN,2021-09-09T17:48:17,B-7
A-2048,C-1580,CHECKING,USD,596.4,OPEN,07/01/2024 03:39,B-134
A-2049,C-1496,SAVINGS,USD,2018.85,OPEN,2023-08-22 04:49:50,B-33
A-2050,C-2290,SAVINGS,USD,3505.26,OPEN,2024-04-22T20:17:16,B-188
A-2051,C-2276,CREDIT,USD,731.05,OPEN,2025-02-27 07:02:08,B-67
A-2052,C-2758,CHECKING,USD,2176.66,OPEN,2018-02-09T18:55:34,B-59
A-2053,C-2284,CREDIT,USD,4216.77,OPEN,2020-04-03T19:26:20,B-155
A-2054,C-2978,CHECKING,USD,366.49,OPEN,12/10/2021 04:39,B-95
A-2055,C-2697,SAVINGS,USD,1206.07,OPEN,10/21/2020,B-182
A-2056,C-1991,CREDIT,USD,1746.64,OPEN,08/21/2024 14:01,B-195
A-2057,C-2638,CREDIT,USD,2320.78,OPEN,10/12/2019 08:29,B-151
A-2058,C-2959,CHECKING,USD,2960.67,OPEN,09/04/2022 14:29,B-90
A-2059,C-2584,SAVINGS,USD,1933.7,OPEN,2019-06-19 21:42:55,B-81
A-2060,C-1073,CHECKING,USD,2066.98,OPEN,01/20/2022,B-103
A-2061,C-2568,SAVINGS,USD,,OPEN,2019-12-20,B-132
A-2062,C-1109,SAVINGS,USD,1103.82,OPEN,10/14/2023 04:41,B-130
A-2063,C-2479,CHECKING,USD,2150.85,OPEN,2022-03-26T17:25:22,B-67
A-2064,C-2469,SAVINGS,USD,925.13,CLOSED,2018-08-30,B-161
A-2065,C-2288,CHECKING,USD,3348.76,FROZEN,07/07/2019 10:15,B-91
A-2066,C-1527,CREDIT,USD,1847.34,OPEN,2021-07-21 17:39:41,B-148
A-2067,C-1981,BROKERAGE,USD,4653.76,OPEN,2021-04-20 14:27:13,B-36
A-2068,C-1558,SAVINGS,USD,3698.56,OPEN,2022-10-08 06:24:23,B-102
A-2069,C-2982,CHECKING,USD,1742.62,OPEN,2021-07-24,B-25
A-2070,C-2863,CREDIT,USD,1130.7,OPEN,04/29/2019 08:04,B-86
A-2071,C-2746,SAVINGS,USD,2730.67,OPEN,01/12/2025 09:43,B-129
A-2072,C-1896,CHECKING,USD,987.32,OPEN,2018-06-01 22:52:10,B-30
A-2073,C-2011,CREDIT,USD,4381.68,OPEN,2019-12-01,B-45
A-2074,C-2365,CREDIT,USD,1924.54,OPEN,2021-04-18T17:57:44,B-92
A-2075,C-1816,SAVINGS,USD,4061.47,OPEN,2020-09-08T09:19:18,B-77
A-2076,C-2759,BROKERAGE,USD,2586.02,CLOSED,2021-10-23,B-160
A-2077,C-1117,SAVINGS,USD,519.26,OPEN,2024-04-12,B-92
A-2078,C-1935,BROKERAGE,USD,1368.88,OPEN,2022-09-01T17:36:08,B-74
A-2079,C-2608,CHECKING,USD,4854.53,OPEN,2022-04-01,B-98
A-2080,C-2727,CHECKING,USD,645.86,OPEN,02/27/2022 14:46,B-186
A-2081,C-1887,SAVINGS,USD,1692.7,OPEN,10/19/2024,B-164
A-2082,C-2664,SAVINGS,USD,1022.14,OPEN,02/08/2023,B-130
A-2083,C-1317,CREDIT,USD,840.75,OPEN,2019-11-30 23:53:35,B-20
A-2084,C-1762,BROKERAGE,USD,3243.36,FROZEN,2025-03-25 20:43:48,B-65
A-2085,C-1855,CREDIT,USD,687.35,OPEN,2022-04-17 23:45:58,B-44
A-2086,C-2652,SAVINGS,USD,1079.27,CLOSED,02/04/2022 12:42,B-122
A-2087,C-1714,SAVINGS,USD,1095.06,CLOSED,11/05/2022,B-120
A-2088,C-2528,SAVINGS,USD,2410.8,OPEN,2020-04-20 11:10:17,B-150
A-2089,C-2300,SAVINGS,USD,4526.88,OPEN,02/08/2025 11:38,B-180
A-2090,C-2814,CHECKING,USD,3093.62,OPEN,2018-06-08,B-131
A-2091,C-1705,CHECKING,USD,2396.01,OPEN,01/27/2024 18:40,B-114
A-2092,C-2350,CHECKING,USD,1642.19,OPEN,2020-02-20,B-71
A-2093,C-1383,CHECKING,USD,2290.43,OPEN,2020-01-03,B-33
A-2094,C-2590,CHECKING,USD,926.7,OPEN,11/29/2023 10:26,B-28
A-2095,C-2940,SAVINGS,USD,2135.84,OPEN,2021-07-05T07:33:55,B-144
A-2096,C-1715,CREDIT,USD,668.23,OPEN,08/11/2023 16:46,B-186
A-2097,C-1322,BROKERAGE,USD,1867.01,OPEN,2021-08-10,B-90
A-2098,C-1344,BROKERAGE,USD,1702.24,CLOSED,2021-07-02,B-58
A-2099,C-1210,CHECKING,USD,1322.32,OPEN,2020-02-02 09:12:16,B-55
A-2100,C-2516,CREDIT,USD,3352.62,OPEN,2025-07-22T18:33:21,B-35
A-2101,C-1484,CHECKING,USD,668.47,OPEN,06/25/2021 18:58,B-51
A-2102,C-1638,CREDIT,USD,7549.07,OPEN,08/24/2022 12:06,B-50
A-2103,C-2049,BROKERAGE,USD,2516.22,CLOSED,2020-10-16T16:22:14,B-1
A-2104,C-1808,CHECKING,USD,2940.52,OPEN,2022-11-07,B-93
A-2105,C-1637,SAVINGS,USD,665.11,OPEN,2022-07-18 06:59:22,B-174
A-2106,C-2741,SAVINGS,USD,742.35,OPEN,01/26/2022,B-173
A-2107,C-1195,CREDIT,USD,1450.35,CLOSED,2020-02-13 22:34:16,B-143
A-2108,C-1482,SAVINGS,USD,1447.47,OPEN,2025-01-07,B-114
A-2109,C-1340,CHECKING,USD,1706.84,OPEN,01/21/2023,B-108
A-2110,C-2377,CREDIT,USD,791.19,OPEN,2019-05-23T09:06:21,B-83
A-2111,C-1181,CHECKING,USD,2526.16,OPEN,04/12/2025,B-89
A-2112,C-1889,CREDIT,USD,967.81,OPEN,2021-06-05 21:39:35,B-114
A-2113,C-2368,SAVINGS,USD,1854.06,OPEN,2023-09-01 16:05:32,B-73
A-2114,C-2693,SAVINGS,USD,1688.89,OPEN,2023-09-24T12:04:49,B-13
A-2115,C-1174,SAVINGS,USD,1505.82,OPEN,2022-03-05T08:21:11,B-148
A-2116,C-1662,CHECKING,USD,3258.14,OPEN,2022-10-05T04:15:34,B-49
A-2117,C-2609,CHECKING,USD,1357.47,OPEN,2021-01-19T01:17:06,B-145
A-2118,C-1518,SAVINGS,USD,2428.81,OPEN,09/08/2020 19:02,B-33
A-2119,C-1967,CHECKING,USD,3546.27,CLOSED,2024-03-15 20:28:52,B-109
A-2120,C-2626,CREDIT,USD,3418.63,OPEN,01/29/2018 17:31,B-77
A-2121,C-1673,CHECKING,USD,1153.08,CLOSED,03/11/2018 12:26,B-84
A-2122,C-2141,CHECKING,USD,1493.68,OPEN,2022-08-31,B-160
A-2123,C-2869,CREDIT,USD,1522.56,FROZEN,2019-01-15,B-197
A-2124,C-2989,CHECKING,USD,1776.91,OPEN,06/01/2022 23:50,B-37
A-2125,C-1056,CHECKING,USD,2335.92,OPEN,2020-11-25,B-112
A-2126,C-1398,SAVINGS,USD,1084.71,OPEN,2018-06-09T18:38:46,B-125
A-2127,C-1651,CREDIT,USD,1058.17,OPEN,2024-08-31T18:32:58,B-200
A-2128,C-2240,SAVINGS,USD,2860.55,OPEN,2022-01-20T08:31:20,B-54
A-2129,C-2929,SAVINGS,USD,431.72,CLOSED,2021-02-06 01:10:17,B-67
A-2130,C-2135,SAVINGS,USD,2126.03,OPEN,01/27/2022 05:13,B-88
A-2131,C-1715,CREDIT,USD,2529.22,OPEN,2022-06-15T22:52:11,B-54
A-2132,C-2816,CHECKING,USD,2266.96,OPEN,2024-10-20,B-139
A-2133,C-1583,CHECKING,USD,4207.89,FROZEN,2023-01-06T12:25:44,B-75
A-2134,C-1501,SAVINGS,USD,1221.54,OPEN,07/02/2024 07:02,B-121
A-2135,C-1469,CHECKING,USD,2495.0,OPEN,2021-01-22,B-167
A-2136,C-1288,SAVINGS,USD,671.12,OPEN,06/22/2024 09:03,B-21
A-2137,C-1244,SAVINGS,USD,1680.56,OPEN,2018-11-29,B-137
A-2138,C-2819,SAVINGS,USD,9826.87,OPEN,05/22/2020,B-13
A-2139,C-2517,CHECKING,USD,1401.59,OPEN,2023-07-07,B-87
A-2140,C-1887,CHECKING,USD,3401.95,OPEN,10/29/2019,B-154
A-2141,C-2287,SAVINGS,USD,2212.48,OPEN,2020-04-02,B-109
A-2142,C-2641,CHECKING,USD,794.41,OPEN,06/10/2025 21:30,B-78
A-2143,C-1027,CHECKING,USD,693.16,OPEN,07/21/2025,B-155
A-2144,C-2609,SAVINGS,USD,1249.18,OPEN,05/16/2018,B-65
A-2145,C-1771,CHECKING,USD,4914.8,OPEN,2022-10-27,B-85
A-2146,C-1378,CHECKING,USD,2722.19,OPEN,10/28/2018 01:53,B-139
A-2147,C-2971,SAVINGS,USD,6136.63,OPEN,2022-10-24,B-73
A-2148,C-2025,CREDIT,USD,1337.55,OPEN,2019-01-04,B-161
A-2149,C-1657,CHECKING,USD,1660.95,OPEN,01/15/2023,B-45
A-2150,C-1532,SAVINGS,USD,2704.84,OPEN,04/19/2021,B-85
A-2151,C-2953,BROKERAGE,USD,3224.55,OPEN,07/12/2019 10:08,B-118
A-2152,C-1672,CREDIT,USD,1078.46,OPEN,2022-11-17T11:43:27,B-1
A-2153,C-1112,CHECKING,USD,3807.19,OPEN,2023-06-26,B-109
A-2154,C-2688,CREDIT,USD,2192.18,OPEN,07/01/2022,B-101
A-2155,C-2549,SAVINGS,USD,1917.54,OPEN,07/02/2023,B-21
A-2156,C-2444,BROKERAGE,USD,5785.78,OPEN,2022-02-22 16:08:26,B-60
A-2157,C-2862,CREDIT,USD,3767.44,OPEN,2020-06-09,B-80
A-2158,C-1186,CHECKING,USD,846.09,CLOSED,2024-02-24 01:48:29,B-177
A-2159,C-1412,CHECKING,USD,3749.79,OPEN,03/14/2025 17:21,B-114
A-2160,C-2529,CHECKING,USD,1203.65,OPEN,2023-04-30,B-81
A-2161,C-1144,BROKERAGE,USD,3636.24,OPEN,2024-06-15 23:21:45,B-131
A-2162,C-2970,SAVINGS,USD,3783.79,OPEN,2022-07-18 22:37:04,B-139
A-2163,C-2397,SAVINGS,USD,1730.28,CLOSED,08/19/2022 16:14,B-82
A-2164,C-2693,CHECKING,USD,1918.42,FROZEN,2020-02-05 12:40:24,B-181
A-2165,C-1422,SAVINGS,USD,2365.45,CLOSED,2023-02-03,B-10
A-2166,C-1648,CHECKING,USD,907.02,OPEN,05/14/2021 09:50,B-156
A-2167,C-1677,CHECKING,USD,1545.96,FROZEN,03/17/2022,B-36
A-2168,C-2723,CHECKING,USD,2171.38,OPEN,04/09/2022 18:03,B-72
A-2169,C-2280,SAVINGS,USD,566.0,OPEN,2018-11-26 20:53:00,B-139
A-2170,C-2319,BROKERAGE,USD,1310.86,OPEN,09/30/2021,B-125
A-2171,C-1846,SAVINGS,USD,1165.48,OPEN,04/07/2019 21:16,B-95
A-2172,C-2590,BROKERAGE,USD,523.01,OPEN,2019-05-13,B-157
A-2173,C-1565,CHECKING,USD,3801.31,OPEN,2023-08-31 19:58:40,B-56
A-2174,C-1655,CHECKING,USD,2980.64,OPEN,06/17/2020 12:10,B-109
A-2175,C-2783,CHECKING,USD,3135.03,OPEN,2022-08-01T07:15:55,B-33
A-2176,C-2952,CHECKING,USD,2592.52,OPEN,10/04/2023,B-117
A-2177,C-2138,BROKERAGE,USD,,OPEN,2025-04-06,B-10
A-2178,C-1658,SAVINGS,USD,925.98,OPEN,05/01/2018,B-146
A-2179,C-1933,SAVINGS,USD,5327.65,OPEN,2025-03-13T18:24:32,B-124
A-2180,C-2644,CHECKING,USD,4057.31,OPEN,2018-03-02,B-176
A-2181,C-2576,CHECKING,USD,1373.94,OPEN,01/26/2025,B-103
A-2182,C-1641,CHECKING,USD,2493.73,OPEN,08/31/2023,B-166
A-2183,C-2588,SAVINGS,USD,2035.83,OPEN,2020-06-04T07:30:20,B-159
A-2184,C-2820,SAVINGS,USD,2483.15,OPEN,2025-07-10 09:16:56,B-133
A-2185,C-2583,SAVINGS,USD,952.66,FROZEN,2021-08-24T12:17:39,B-117
A-2186,C-1940,SAVINGS,USD,3880.32,OPEN,2019-09-02 18:11:36,B-50
A-2187,C-2088,CHECKING,USD,1357.34,FROZEN,06/15/2019,B-27
A-2188,C-2179,BROKERAGE,USD,739.04,OPEN,2021-02-07T21:55:56,B-65
A-2189,C-2720,BROKERAGE,USD,1652.7,OPEN,2022-03-13 15:22:29,B-193
A-2190,C-2750,BROKERAGE,USD,1025.04,CLOSED,09/22/2021 00:38,B-74
A-2191,C-1295,CREDIT,USD,3077.24,OPEN,07/11/2022,B-9
A-2192,C-1946,CHECKING,USD,1127.46,OPEN,2019-07-17 15:34:42,B-24
A-2193,C-2032,SAVINGS,USD,1371.24,FROZEN,2023-05-08 07:56:39,B-175
A-2194,C-2830,BROKERAGE,USD,2267.55,OPEN,2022-03-15T19:25:17,B-169
A-2195,C-2679,SAVINGS,USD,3584.84,OPEN,2018-03-09T11:53:36,B-32
A-2196,C-2010,CHECKING,USD,861.07,OPEN,2024-06-06T15:50:36,B-11
A-2197,C-2126,SAVINGS,USD,2897.42,OPEN,2023-09-22 21:34:18,B-182
A-2198,C-1511,BROKERAGE,USD,3423.68,OPEN,2024-11-09,B-40
A-2199,C-1650,CHECKING,USD,1428.92,OPEN,2019-03-25,B-55
A-2200,C-1719,CREDIT,USD,524.78,OPEN,2023-05-19 14:12:58,B-4
A-2201,C-2891,CHECKING,USD,3992.6,OPEN,2022-10-13,B-69
A-2202,C-2771,BROKERAGE,USD,1836.43,OPEN,11/04/2019 16:40,B-149
A-2203,C-2494,SAVINGS,USD,1000.04,OPEN,2020-06-23 04:42:16,B-33
A-2204,C-2865,CHECKING,USD,2098.89,OPEN,2019-03-10 19:59:12,B-73
A-2205,C-1013,CHECKING,USD,1498.92,OPEN,05/22/2023 21:45,B-107
A-2206,C-1497,CHECKING,USD,4120.36,OPEN,2022-10-29T11:37:36,B-72
A-2207,C-1367,SAVINGS,USD,3802.87,OPEN,03/19/2022 12:36,B-88
A-2208,C-2238,SAVINGS,USD,5265.74,OPEN,08/08/2018,B-146
A-2209,C-2276,SAVINGS,USD,6889.89,CLOSED,02/23/2020,B-40
A-2210,C-2619,CHECKING,USD,5837.65,OPEN,2023-09-17T01:53:02,B-162
A-2211,C-2960,CHECKING,USD,4119.83,FROZEN,2024-01-19,B-154
A-2212,C-2871,CHECKING,USD,3897.95,OPEN,2020-01-12,B-189
A-2213,C-2571,SAVINGS,USD,2105.67,OPEN,2021-04-09T12:26:34,B-129
A-2214,C-2496,SAVINGS,USD,2829.54,OPEN,2021-04-07,B-189
A-2215,C-1995,SAVINGS,USD,1813.38,OPEN,08/10/2022 15:08,B-110
A-2216,C-1995,CHECKING,USD,1967.84,OPEN,2024-07-02,B-109
A-2217,C-2050,SAVINGS,USD,2416.36,OPEN,2021-03-22 22:33:52,B-143
A-2218,C-1243,CREDIT,USD,673.1,OPEN,2021-06-25T05:25:03,B-113
A-2219,C-1914,CHECKING,USD,1270.68,OPEN,11/13/2021 16:59,B-87
A-2220,C-1679,CHECKING,USD,1000.3,OPEN,2020-09-12 12:25:25,B-98
A-2221,C-2857,CREDIT,USD,4317.4,FROZEN,2022-05-25 08:30:31,B-190
A-2222,C-2065,CHECKING,USD,13259.2,OPEN,10/13/2023,B-41
A-2223,C-1056,CHECKING,USD,869.53,CLOSED,2018-03-24 16:08:48,B-50
A-2224,C-1766,CHECKING,USD,1285.24,OPEN,2018-10-01T11:59:04,B-131
A-2225,C-2477,CREDIT,USD,2246.77,OPEN,10/13/2021,B-82
A-2226,C-2745,SAVINGS,USD,687.99,OPEN,2024-12-10,B-75
A-2227,C-1349,BROKERAGE,USD,2221.67,OPEN,03/24/2018,B-132
A-2228,C-1690,SAVINGS,USD,323.63,CLOSED,05/02/2019 08:36,B-40
A-2229,C-2735,CREDIT,USD,4248.91,OPEN,02/09/2019,B-20
A-2230,C-2929,CHECKING,USD,951.19,OPEN,2022-02-03,B-115
A-2231,C-2208,CHECKING,USD,3794.7,OPEN,03/24/2019 18:39,B-64
A-2232,C-1218,SAVINGS,USD,743.02,OPEN,10/22/2018 08:26,B-114
A-2233,C-2529,SAVINGS,USD,753.39,OPEN,2020-12-13,B-93
A-2234,C-1406,SAVINGS,USD,4066.62,OPEN,2022-08-24,B-180
A-2235,C-1490,SAVINGS,USD,1421.87,FROZEN,2022-09-22 13:12:33,B-8
A-2236,C-1152,CHECKING,USD,3441.74,OPEN,2018-02-21 15:54:10,B-13
A-2237,C-1423,SAVINGS,USD,2108.32,OPEN,01/22/2024 20:00,B-117
A-2238,C-2375,CHECKING,USD,2406.46,OPEN,05/06/2025,B-8
A-2239,C-1790,CREDIT,USD,1384.1,OPEN,01/09/2020 14:56,B-139
A-2240,C-1468,CHECKING,USD,1404.98,OPEN,2024-09-22,B-187
A-2241,C-1193,BROKERAGE,USD,2255.4,OPEN,2024-02-09T22:16:15,B-191
A-2242,C-2209,CHECKING,USD,1213.67,OPEN,2022-11-11,B-190
A-2243,C-1231,CREDIT,USD,458.95,CLOSED,08/27/2023 20:57,B-91
A-2244,C-1371,BROKERAGE,USD,5292.62,OPEN,2022-09-14 03:53:22,B-134
A-2245,C-2465,BROKERAGE,USD,4835.84,OPEN,12/27/2022,B-14
A-2246,C-1604,CHECKING,USD,1546.54,CLOSED,02/01/2018 23:11,B-16
A-2247,C-1655,CHECKING,USD,1420.67,FROZEN,2019-10-28 04:45:05,B-124
A-2248,C-2913,SAVINGS,USD,1854.07,OPEN,02/27/2022 19:11,B-131
A-2249,C-1435,SAVINGS,USD,1820.77,OPEN,2019-04-26 07:26:13,B-130
A-2250,C-1073,CHECKING,USD,4011.42,OPEN,2022-07-19,B-52
A-2251,C-1879,BROKERAGE,USD,,OPEN,12/14/2024,B-142
A-2252,C-2524,CHECKING,USD,4069.26,OPEN,2020-09-12T12:18:58,B-144
A-2253,C-1547,SAVINGS,USD,1703.97,OPEN,2025-06-30 05:14:38,B-10
A-2254,C-2017,CHECKING,USD,2238.09,OPEN,06/18/2018 17:16,B-195
A-2255,C-2208,CREDIT,USD,3202.66,OPEN,10/17/2022 15:57,B-69
A-2256,C-2350,CREDIT,USD,1338.86,OPEN,2021-01-14T22:44:38,B-129
A-2257,C-2674,SAVINGS,USD,2744.82,OPEN,2019-07-23 22:47:09,B-84
A-2258,C-2294,CREDIT,USD,3324.94,OPEN,2018-08-01,B-41
A-2259,C-1754,SAVINGS,USD,1265.42,OPEN,2020-02-01T19:18:40,B-140
A-2260,C-1106,SAVINGS,USD,813.74,FROZEN,2025-07-25 19:56:01,B-73
A-2261,C-1789,SAVINGS,USD,3183.94,CLOSED,2020-04-16,B-23
A-2262,C-1323,CREDIT,USD,3793.64,OPEN,2020-07-07T02:39:00,B-132
A-2263,C-1157,SAVINGS,USD,2891.7,OPEN,2025-06-16T12:52:36,B-18
A-2264,C-2158,CREDIT,USD,2325.11,OPEN,2019-05-15T13:52:50,B-88
A-2265,C-1690,CHECKING,USD,1268.71,OPEN,2018-12-19T23:11:29,B-17
A-2266,C-1093,SAVINGS,USD,3382.89,OPEN,12/25/2022,B-108
A-2267,C-1225,CHECKING,USD,1681.97,OPEN,2023-07-10T02:06:22,B-115
A-2268,C-1254,CREDIT,USD,1391.79,OPEN,2020-08-10 15:42:01,B-103
A-2269,C-2386,BROKERAGE,USD,5315.39,OPEN,2018-03-17,B-92
A-2270,C-2627,CHECKING,USD,6305.22,OPEN,11/23/2023 16:02,B-93
A-2271,C-1067,SAVINGS,USD,3403.3,CLOSED,2023-05-10,B-139
A-2272,C-2898,SAVINGS,USD,1753.36,OPEN,11/09/2019 00:19,B-26
A-2273,C-2827,CREDIT,USD,1454.12,OPEN,02/21/2019,B-89
A-2274,C-1468,CHECKING,USD,2728.04,OPEN,2023-05-13 00:53:15,B-138
A-2275,C-2506,CHECKING,USD,999.52,OPEN,12/02/2023 02:36,B-134
A-2276,C-2538,CHECKING,USD,1826.09,OPEN,2022-03-07,B-193
A-2277,C-2288,CREDIT,USD,1981.21,OPEN,2018-07-20 07:39:45,B-176
A-2278,C-2918,CREDIT,USD,2143.87,CLOSED,10/17/2020,B-17
A-2279,C-2705,SAVINGS,USD,2483.88,OPEN,12/11/2021 01:05,B-77
A-2280,C-1620,CREDIT,USD,3863.23,OPEN,2023-02-16 17:49:15,B-125
A-2281,C-2727,CREDIT,USD,513.12,OPEN,10/23/2021 13:35,B-144
A-2282,C-1432,SAVINGS,USD,1011.31,OPEN,2021-10-09,B-124
A-2283,C-1748,CHECKING,USD,3090.1,OPEN,06/15/2021 00:51,B-10
A-2284,C-1244,CHECKING,USD,2896.54,FROZEN,08/11/2020,B-129
A-2285,C-2732,CREDIT,USD,2035.63,OPEN,02/28/2023,B-20
A-2286,C-2485,SAVINGS,USD,6580.4,OPEN,2018-12-13,B-150
A-2287,C-2711,SAVINGS,USD,831.22,OPEN,2020-05-10,B-190
A-2288,C-1871,SAVINGS,USD,3775.56,OPEN,2025-03-13T10:01:17,B-95
A-2289,C-1445,SAVINGS,USD,2690.48,OPEN,08/27/2018,B-51
A-2290,C-2427,SAVINGS,USD,1973.86,OPEN,06/29/2020,B-11
A-2291,C-1651,CHECKING,USD,2053.77,CLOSED,2021-07-07 09:03:12,B-13
A-2292,C-1706,SAVINGS,USD,2346.21,OPEN,2025-05-16,B-64
A-2293,C-1587,CHECKING,USD,937.69,OPEN,04/14/2023,B-163
A-2294,C-2106,CREDIT,USD,455.31,OPEN,2018-02-04,B-156
A-2295,C-2321,BROKERAGE,USD,546.09,OPEN,2023-10-20,B-112
A-2296,C-2685,BROKERAGE,USD,3919.73,FROZEN,2020-12-17T15:26:36,B-25
A-2297,C-1106,SAVINGS,USD,2134.83,OPEN,10/09/2018 21:54,B-109
A-2298,C-1723,SAVINGS,USD,1854.3,OPEN,2020-05-14,B-195
A-2299,C-1147,CHECKING,USD,10219.82,OPEN,03/21/2019 04:27,B-139
A-2300,C-2789,SAVINGS,USD,1647.09,OPEN,2021-01-07T01:45:58,B-173
A-2301,C-1635,BROKERAGE,USD,2543.61,OPEN,2023-06-25 14:38:47,B-98
A-2302,C-2026,CHECKING,USD,881.47,OPEN,2021-06-23,B-119
A-2303,C-1145,BROKERAGE,USD,632.98,OPEN,2023-01-27,B-172
A-2304,C-2982,CHECKING,USD,4139.87,FROZEN,2020-10-11T10:31:46,B-133
A-2305,C-1718,CHECKING,USD,2828.73,OPEN,12/24/2022 09:28,B-35
A-2306,C-2296,CREDIT,USD,1869.0,OPEN,2020-07-03,B-83
A-2307,C-2668,CHECKING,USD,3901.68,OPEN,2024-09-04T19:58:14,B-122
A-2308,C-2801,CREDIT,USD,703.85,OPEN,06/04/2021 23:14,B-82
A-2309,C-2578,CHECKING,USD,1803.52,OPEN,05/11/2024,B-199
A-2310,C-1363,CHECKING,USD,1309.78,OPEN,12/13/2019,B-134
A-2311,C-2880,SAVINGS,USD,1588.1,OPEN,2024-11-14,B-185
A-2312,C-1384,CHECKING,USD,674.77,OPEN,01/25/2019 09:51,B-124
A-2313,C-1910,CREDIT,USD,1315.62,OPEN,2019-10-31,B-183
A-2314,C-1838,CREDIT,USD,2477.97,OPEN,01/21/2018,B-167
A-2315,C-2407,CHECKING,USD,701.76,OPEN,2025-03-29T13:40:18,B-174
A-2316,C-1890,SAVINGS,USD,655.11,FROZEN,03/15/2020 00:52,B-36
A-2317,C-1574,BROKERAGE,USD,997.9,OPEN,12/15/2024 09:45,B-136
A-2318,C-1027,CHECKING,USD,2796.9,OPEN,2024-09-21,B-144
A-2319,C-2322,SAVINGS,USD,2317.53,OPEN,2024-12-31,B-149
