account_id,customer_id,type,currency,balance,status,opened_at,branch_id
A-2028,C-1141,CREDIT,USD,83279.57,CLOSED,09/15/2024 22:02,B-47
A-2029,C-1116,CURRENT,GBP,1513.42,SUSPENDED,07/05/2022 18:45,B-24
A-2030,C-1064,SAVINGS,USD,55380.56,SUSPENDED,07/19/2025 05:33,B-18
A-2031,C-1483,LOAN,USD,87284.7,SUSPENDED,03/09/2025 08:56,B-9
A-2032,C-1145,LOAN,JPY,34136.52,ACTIVE,02/03/2025 20:06,B-31
A-2033,C-1129,SAVINGS,USD,40130.67,ACTIVE,08/10/2025 00:48,B-31
A-2034,C-1295,SAVINGS,EUR,15004.84,SUSPENDED,12/11/2022 11:44,B-41
A-2035,C-1485,SAVINGS,EUR,11933.31,CLOSED,07/01/2021 18:49,B-20
A-2036,C-1310,CURRENT,INR,38099.76,CLOSED,10/09/2022 00:15,B-39
A-2037,C-1152,LOAN,GBP,56906.08,ACTIVE,12/28/2021 18:43,B-38
A-2038,C-1312,SAVINGS,EUR,62588.95,CLOSED,07/13/2021 18:04,B-48
A-2039,C-1338,CURRENT,EUR,17463.97,ACTIVE,09/19/2020 14:59,B-6
A-2040,C-1080,LOAN,JPY,68968.18,CLOSED,07/04/2025 21:37,B-1
A-2041,C-1149,CURRENT,GBP,70724.89,SUSPENDED,06/10/2024 02:21,B-3
A-2042,C-1440,SAVINGS,EUR,92398.71,SUSPENDED,09/30/2021 21:48,B-30
A-2043,C-1301,CURRENT,JPY,11566.15,ACTIVE,03/03/2021 23:57,B-43
A-2044,C-1331,CREDIT,EUR,7233.84,ACTIVE,02/15/2022 09:12,B-10
A-2045,C-1405,CREDIT,JPY,12522.93,SUSPENDED,08/18/2021 13:58,B-20
A-2046,C-1155,LOAN,GBP,50097.17,CLOSED,09/21/2024 05:29,B-45
A-2047,C-1224,SAVINGS,JPY,73479.94,SUSPENDED,01/07/2021 12:47,B-6
A-2048,C-1128,SAVINGS,EUR,96194.92,SUSPENDED,09/21/2024 19:52,B-2
A-2049,C-1300,CREDIT,INR,4119.14,ACTIVE,06/07/2023 05:58,B-2
A-2050,C-1240,LOAN,GBP,18230.77,SUSPENDED,03/20/2023 03:10,B-34
A-2051,C-1223,LOAN,USD,47054.04,CLOSED,01/22/2025 23:47,B-41
A-2052,C-1170,SAVINGS,EUR,33047.39,SUSPENDED,08/11/2023 06:12,B-21
A-2053,C-1253,LOAN,INR,3766.04,ACTIVE,04/16/2022 14:14,B-19
A-2054,C-1161,CREDIT,USD,97021.45,CLOSED,02/03/2023 17:24,B-17
A-2055,C-1442,SAVINGS,INR,46251.44,ACTIVE,02/29/2024 08:44,B-33
A-2056,C-1096,CREDIT,INR,75668.67,SUSPENDED,10/21/2023 02:01,B-34
A-2057,C-1226,SAVINGS,EUR,26778.92,ACTIVE,07/07/2023 20:47,B-49
A-2058,C-1474,LOAN,JPY,12230.47,SUSPENDED,09/02/2024 05:10,B-19
A-2059,C-1311,CURRENT,GBP,55128.82,SUSPENDED,08/19/2025 06:08,B-16
A-2060,C-1208,CURRENT,USD,46198.64,ACTIVE,10/09/2021 16:18,B-6
A-2061,C-1331,LOAN,GBP,50936.31,CLOSED,09/20/2021 06:13,B-10
A-2062,C-1212,LOAN,EUR,45732.97,ACTIVE,12/19/2020 16:58,B-31
A-2063,C-1196,CURRENT,USD,27697.12,CLOSED,09/24/2022 06:34,B-13
A-2064,C-1174,CREDIT,USD,28355.61,CLOSED,09/26/2020 09:53,B-33
A-2065,C-1428,LOAN,EUR,44710.08,CLOSED,01/06/2021 03:54,B-38
A-2066,C-1176,LOAN,JPY,93291.94,ACTIVE,03/21/2023 09:57,B-22
A-2067,C-1357,LOAN,EUR,85615.7,CLOSED,01/06/2023 23:42,B-16
A-2068,C-1022,LOAN,JPY,38669.27,SUSPENDED,06/21/2025 11:21,B-21
A-2069,C-1405,CURRENT,JPY,96485.96,ACTIVE,05/01/2024 14:56,B-42
A-2070,C-1257,CREDIT,USD,87431.62,CLOSED,03/29/2023 12:58,B-38
A-2071,C-1051,LOAN,USD,72272.14,CLOSED,11/24/2023 03:04,B-34
A-2072,C-1445,CURRENT,USD,47002.11,CLOSED,03/12/2021 23:01,B-42
A-2073,C-1173,LOAN,USD,85191.35,SUSPENDED,11/29/2021 20:23,B-40
A-2074,C-1439,LOAN,GBP,62717.24,CLOSED,07/21/2022 01:36,B-35
A-2075,C-1446,SAVINGS,INR,6935.23,SUSPENDED,06/21/2025 03:02,B-35
A-2076,C-1350,CURRENT,USD,43453.75,ACTIVE,02/11/2021 12:06,B-19
A-2077,C-1389,SAVINGS,JPY,16719.84,CLOSED,11/18/2020 22:17,B-41
A-2078,C-1462,SAVINGS,GBP,79634.73,CLOSED,11/08/2021 06:25,B-2
A-2079,C-1183,LOAN,EUR,24495.32,CLOSED,09/05/2023 04:30,B-24
A-2080,C-1289,CURRENT,EUR,17589.43,SUSPENDED,07/23/2021 03:37,B-44
A-2081,C-1445,CURRENT,JPY,91291.62,ACTIVE,10/23/2021 12:01,B-25
A-2082,C-1118,CREDIT,JPY,25607.14,ACTIVE,08/17/2021 12:16,B-30
A-2083,C-1460,CREDIT,INR,15881.76,CLOSED,05/21/2022 18:35,B-30
A-2084,C-1483,CREDIT,JPY,69062.32,CLOSED,07/29/2024 14:01,B-23
A-2085,C-1432,CURRENT,JPY,85348.21,ACTIVE,06/27/2023 10:16,B-20
A-2086,C-1121,CREDIT,INR,29657.65,SUSPENDED,12/31/2023 08:25,B-25
A-2087,C-1151,LOAN,GBP,908.99,SUSPENDED,09/06/2023 15:21,B-2
A-2088,C-1398,SAVINGS,INR,74542.7,CLOSED,02/23/2025 15:50,B-48
A-2089,C-1397,CREDIT,EUR,63698.13,SUSPENDED,12/25/2023 12:32,B-15
A-2090,C-1128,CURRENT,USD,90350.03,SUSPENDED,04/09/2022 03:08,B-44
A-2091,C-1020,LOAN,USD,57999.42,SUSPENDED,06/19/2023 12:03,B-20
A-2092,C-1067,CREDIT,GBP,74773.34,ACTIVE,08/09/2025 03:26,B-6
A-2093,C-1102,CREDIT,INR,50229.3,CLOSED,07/10/2023 01:16,B-9
A-2094,C-1425,CREDIT,JPY,96741.67,CLOSED,08/29/2024 06:54,B-11
A-2095,C-1382,SAVINGS,JPY,96293.04,ACTIVE,09/02/2020 01:00,B-22
A-2096,C-1386,LOAN,INR,36640.93,CLOSED,05/17/2025 08:11,B-15
A-2097,C-1007,SAVINGS,JPY,36921.71,SUSPENDED,04/23/2024 13:35,B-17
A-2098,C-1344,LOAN,GBP,10923.78,ACTIVE,04/27/2021 22:04,B-17
A-2099,C-1241,CREDIT,INR,22214.58,ACTIVE,07/13/2025 03:45,B-2
A-2100,C-1325,CREDIT,JPY,11755.93,ACTIVE,07/05/2022 09:24,B-30
A-2101,C-1484,CREDIT,JPY,11700.44,ACTIVE,03/27/2021 13:11,B-3
A-2102,C-1454,CURRENT,JPY,45419.01,SUSPENDED,11/15/2022 00:38,B-35
A-2103,C-1486,LOAN,INR,74252.67,ACTIVE,09/19/2023 20:48,B-48
A-2104,C-1453,SAVINGS,JPY,61603.66,CLOSED,05/08/2025 13:24,B-27
A-2105,C-1016,CREDIT,EUR,44393.97,ACTIVE,03/10/2023 18:26,B-45
A-2106,C-1437,SAVINGS,GBP,54492.14,SUSPENDED,04/05/2022 12:29,B-24
A-2107,C-1183,LOAN,GBP,19061.88,ACTIVE,11/09/2022 16:39,B-4
A-2108,C-1485,SAVINGS,EUR,64206.28,SUSPENDED,06/08/2023 14:14,B-30
A-2109,C-1497,SAVINGS,GBP,24432.53,ACTIVE,01/09/2024 21:04,B-2
A-2110,C-1402,CURRENT,USD,82998.8,SUSPENDED,12/13/2023 23:09,B-37
A-2111,C-1106,CURRENT,EUR,32923.1,ACTIVE,07/14/2022 08:37,B-38
A-2112,C-1403,SAVINGS,GBP,85854.77,ACTIVE,05/15/2021 19:37,B-39
A-2113,C-1066,CREDIT,EUR,11081.64,ACTIVE,04/08/2021 00:40,B-35
A-2114,C-1067,CREDIT,EUR,58926.41,ACTIVE,07/19/2022 03:05,B-1
A-2115,C-1089,SAVINGS,EUR,74197.63,SUSPENDED,04/05/2025 21:40,B-17
A-2116,C-1058,SAVINGS,JPY,44882.69,CLOSED,05/02/2025 21:40,B-48
A-2117,C-1262,SAVINGS,JPY,50433.49,SUSPENDED,10/22/2023 11:01,B-38
A-2118,C-1022,CREDIT,JPY,64369.73,ACTIVE,01/22/2021 03:42,B-47
A-2119,C-1031,LOAN,JPY,68641.14,CLOSED,05/23/2022 20:03,B-31
A-2120,C-1364,SAVINGS,USD,32278.97,ACTIVE,03/05/2023 10:06,B-29
A-2121,C-1033,CREDIT,INR,63344.36,SUSPENDED,03/19/2022 04:01,B-9
A-2122,C-1364,LOAN,INR,53102.63,CLOSED,04/09/2022 16:29,B-21
A-2123,C-1258,LOAN,USD,79330.3,ACTIVE,02/12/2024 13:52,B-39
A-2124,C-1436,CURRENT,JPY,45210.34,ACTIVE,12/28/2021 09:37,B-42
A-2125,C-1211,LOAN,JPY,41657.37,ACTIVE,10/21/2021 13:09,B-22
A-2126,C-1160,CREDIT,GBP,37492.67,ACTIVE,12/07/2020 21:06,B-28
A-2127,C-1351,SAVINGS,USD,83194.01,ACTIVE,10/07/2022 09:46,B-31
A-2128,C-1221,CREDIT,EUR,55681.44,SUSPENDED,04/23/2022 09:15,B-7
A-2129,C-1489,CREDIT,USD,41139.78,SUSPENDED,04/16/2023 01:34,B-36
A-2130,C-1481,LOAN,USD,96843.02,SUSPENDED,07/17/2024 07:22,B-49
A-2131,C-1159,SAVINGS,INR,50790.51,ACTIVE,02/21/2023 09:39,B-23
A-2132,C-1336,CURRENT,USD,35076.39,SUSPENDED,03/17/2022 18:02,B-31
A-2133,C-1188,CREDIT,INR,22693.29,CLOSED,11/27/2022 13:16,B-8
A-2134,C-1432,SAVINGS,INR,92915.52,SUSPENDED,02/10/2024 00:52,B-36
A-2135,C-1136,CURRENT,GBP,70299.61,CLOSED,06/02/2022 19:19,B-2
A-2136,C-1471,CREDIT,USD,18222.42,ACTIVE,07/26/2021 17:01,B-22
A-2137,C-1289,LOAN,USD,14273.28,SUSPENDED,10/22/2020 23:51,B-43
A-2138,C-1497,SAVINGS,INR,21591.77,CLOSED,03/19/2023 19:40,B-2
A-2139,C-1232,CURRENT,GBP,31232.57,CLOSED,08/16/2022 14:44,B-22
A-2140,C-1397,SAVINGS,USD,15642.43,SUSPENDED,06/26/2024 07:31,B-37
A-2141,C-1025,SAVINGS,GBP,44366.99,CLOSED,07/31/2025 02:51,B-44
A-2142,C-1248,LOAN,JPY,27389.37,SUSPENDED,03/09/2024 07:59,B-39
A-2143,C-1058,LOAN,USD,28396.32,SUSPENDED,12/10/2024 01:38,B-23
A-2144,C-1303,CREDIT,USD,22129.79,SUSPENDED,01/08/2024 22:25,B-32
A-2145,C-1028,CURRENT,GBP,94537.88,ACTIVE,03/31/2025 09:52,B-1
A-2146,C-1391,CREDIT,GBP,12086.44,CLOSED,11/20/2020 21:36,B-17
A-2147,C-1382,CURRENT,EUR,38082.72,SUSPENDED,12/05/2020 08:16,B-28
A-2148,C-1117,CREDIT,USD,39767.41,SUSPENDED,05/07/2025 08:57,B-33
A-2149,C-1021,SAVINGS,JPY,92124.13,CLOSED,04/27/2023 18:19,B-28
A-2150,C-1294,LOAN,JPY,29022.57,CLOSED,11/06/2021 12:09,B-28
A-2151,C-1010,CURRENT,INR,46063.68,SUSPENDED,06/28/2025 22:00,B-21
A-2152,C-1470,SAVINGS,JPY,84463.99,ACTIVE,01/14/2023 13:48,B-24
A-2153,C-1223,LOAN,INR,7956.84,CLOSED,11/23/2023 21:40,B-38
A-2154,C-1381,CURRENT,GBP,77933.88,ACTIVE,08/09/2025 19:34,B-22
A-2155,C-1261,SAVINGS,INR,51044.21,CLOSED,01/28/2021 13:42,B-41
A-2156,C-1179,CURRENT,EUR,10370.17,CLOSED,12/14/2021 04:03,B-47
A-2157,C-1101,CURRENT,USD,17796.9,SUSPENDED,05/31/2021 10:34,B-12
A-2158,C-1252,LOAN,INR,64334.88,SUSPENDED,10/17/2024 19:38,B-30
A-2159,C-1165,CREDIT,EUR,44032.31,CLOSED,05/18/2024 03:24,B-41
A-2160,C-1226,CREDIT,GBP,59182.83,CLOSED,01/31/2023 13:25,B-41
A-2161,C-1259,CREDIT,JPY,45246.19,ACTIVE,03/13/2021 23:06,B-5
A-2162,C-1188,SAVINGS,USD,61539.34,SUSPENDED,08/12/2024 02:01,B-19
A-2163,C-1196,SAVINGS,JPY,90914.09,SUSPENDED,11/22/2022 11:56,B-30
A-2164,C-1333,CREDIT,INR,47615.34,ACTIVE,04/02/2022 22:41,B-13
A-2165,C-1490,LOAN,USD,81115.58,CLOSED,12/20/2020 11:26,B-4
A-2166,C-1365,CURRENT,USD,24849.6,CLOSED,03/22/2023 10:19,B-6
A-2167,C-1224,CURRENT,GBP,37347.91,CLOSED,06/02/2022 13:52,B-34
A-2168,C-1198,CREDIT,INR,5331.32,SUSPENDED,05/12/2023 12:05,B-27
A-2169,C-1331,SAVINGS,GBP,9541.14,SUSPENDED,02/23/2021 10:15,B-22
A-2170,C-1197,CREDIT,INR,87340.64,CLOSED,12/20/2021 22:15,B-19
A-2171,C-1041,CURRENT,GBP,31092.15,SUSPENDED,08/05/2022 09:34,B-38
A-2172,C-1357,LOAN,EUR,59544.62,ACTIVE,03/19/2025 21:11,B-43
A-2173,C-1158,LOAN,GBP,81337.16,SUSPENDED,10/08/2023 20:52,B-36
A-2174,C-1359,SAVINGS,JPY,50898.0,ACTIVE,01/18/2021 15:44,B-48
A-2175,C-1185,CURRENT,EUR,34239.06,CLOSED,01/15/2022 09:58,B-20
A-2176,C-1098,CURRENT,EUR,7808.79,ACTIVE,01/11/2022 02:53,B-15
A-2177,C-1259,SAVINGS,GBP,87651.64,SUSPENDED,05/28/2025 20:37,B-50
A-2178,C-1067,LOAN,EUR,16308.5,SUSPENDED,01/13/2023 19:14,B-39
A-2179,C-1394,CURRENT,JPY,4464.87,CLOSED,03/29/2024 08:07,B-40
A-2180,C-1346,CURRENT,JPY,61098.48,SUSPENDED,12/23/2023 03:39,B-47
A-2181,C-1401,CURRENT,INR,23992.93,CLOSED,07/13/2023 00:45,B-29
A-2182,C-1462,CREDIT,INR,98445.54,CLOSED,03/11/2022 17:34,B-13
A-2183,C-1393,LOAN,INR,52793.23,ACTIVE,06/19/2024 03:32,B-19
A-2184,C-1418,CURRENT,GBP,5312.76,CLOSED,07/08/2023 03:57,B-13
A-2185,C-1447,SAVINGS,INR,85131.49,CLOSED,01/03/2022 08:10,B-24
A-2186,C-1042,CURRENT,GBP,44986.99,SUSPENDED,05/06/2022 00:33,B-49
A-2187,C-1075,SAVINGS,EUR,81688.66,CLOSED,05/12/2022 11:01,B-28
A-2188,C-1476,LOAN,USD,39705.75,CLOSED,10/14/2021 12:59,B-2
A-2189,C-1120,SAVINGS,GBP,22531.42,CLOSED,01/28/2025 09:40,B-25
A-2190,C-1476,CREDIT,EUR,13846.2,CLOSED,12/15/2021 04:28,B-7
A-2191,C-1469,CURRENT,JPY,44915.29,ACTIVE,08/22/2022 03:38,B-31
A-2192,C-1463,SAVINGS,GBP,21643.91,ACTIVE,09/23/2020 19:09,B-6
A-2193,C-1280,LOAN,USD,77639.65,ACTIVE,10/23/2021 06:56,B-47
A-2194,C-1154,SAVINGS,EUR,42040.57,SUSPENDED,10/15/2020 07:19,B-8
A-2195,C-1234,SAVINGS,JPY,59714.23,ACTIVE,10/17/2021 12:59,B-5
A-2196,C-1323,CURRENT,EUR,29198.07,ACTIVE,06/17/2023 16:56,B-33
A-2197,C-1314,CURRENT,INR,41715.1,SUSPENDED,01/24/2024 13:18,B-23
A-2198,C-1342,CREDIT,USD,95345.03,SUSPENDED,07/13/2025 00:14,B-6
A-2199,C-1259,SAVINGS,JPY,87345.81,ACTIVE,07/26/2021 18:56,B-33
A-2200,C-1325,CREDIT,GBP,74756.93,CLOSED,06/26/2022 11:03,B-25
A-2201,C-1403,CREDIT,EUR,73320.81,SUSPENDED,05/22/2022 22:15,B-5
A-2202,C-1053,CREDIT,EUR,4529.14,SUSPENDED,09/25/2020 18:59,B-50
A-2203,C-1173,CURRENT,JPY,98083.84,CLOSED,08/09/2022 13:33,B-42
A-2204,C-1323,CURRENT,USD,71632.9,CLOSED,11/02/2020 02:12,B-12
A-2205,C-1018,CURRENT,USD,79131.81,ACTIVE,07/08/2022 16:21,B-19
A-2206,C-1161,LOAN,INR,47392.64,ACTIVE,04/30/2022 17:40,B-20
A-2207,C-1385,CURRENT,GBP,35761.72,ACTIVE,10/22/2022 20:56,B-42
A-2208,C-1443,CREDIT,GBP,12535.05,CLOSED,02/15/2024 08:40,B-42
A-2209,C-1223,LOAN,JPY,33969.76,ACTIVE,08/20/2024 06:07,B-26
A-2210,C-1254,LOAN,GBP,92438.62,SUSPENDED,05/26/2024 21:36,B-45
A-2211,C-1136,LOAN,USD,43117.65,ACTIVE,03/24/2021 05:53,B-6
A-2212,C-1279,CREDIT,USD,8098.88,SUSPENDED,09/11/2021 13:02,B-19
A-2213,C-1151,LOAN,INR,71794.52,ACTIVE,04/15/2024 21:34,B-20
A-2214,C-1353,CREDIT,JPY,4331.28,CLOSED,07/13/2024 12:01,B-29
A-2215,C-1314,CREDIT,USD,7596.61,SUSPENDED,10/04/2023 11:33,B-28
A-2216,C-1207,CURRENT,USD,14363.67,SUSPENDED,09/28/2020 02:34,B-24
A-2217,C-1347,SAVINGS,EUR,6816.61,SUSPENDED,05/16/2024 05:34,B-29
A-2218,C-1187,LOAN,INR,3335.29,ACTIVE,04/13/2024 01:51,B-24
A-2219,C-1347,CREDIT,GBP,44449.53,ACTIVE,11/10/2021 00:07,B-29
A-2220,C-1293,CREDIT,JPY,31507.11,CLOSED,09/20/2024 03:27,B-9
A-2221,C-1127,SAVINGS,EUR,49954.49,CLOSED,08/10/2023 02:18,B-8
A-2222,C-1467,SAVINGS,GBP,77518.95,SUSPENDED,05/02/2023 02:25,B-36
A-2223,C-1228,CREDIT,JPY,20097.82,ACTIVE,10/08/2022 20:14,B-14
A-2224,C-1436,LOAN,EUR,89878.04,CLOSED,02/17/2021 21:32,B-5
A-2225,C-1044,CREDIT,GBP,70983.09,SUSPENDED,02/16/2022 01:53,B-44
A-2226,C-1277,CREDIT,EUR,71209.73,SUSPENDED,01/06/2023 12:59,B-19
A-2227,C-1326,CREDIT,INR,22501.74,ACTIVE,10/20/2023 00:00,B-12
A-2228,C-1405,CURRENT,JPY,2725.77,SUSPENDED,06/11/2022 04:25,B-9
A-2229,C-1293,LOAN,INR,13064.15,ACTIVE,02/15/2021 23:39,B-24
A-2230,C-1033,LOAN,JPY,52617.0,CLOSED,04/25/2021 22:23,B-20
A-2231,C-1421,SAVINGS,EUR,97240.74,SUSPENDED,02/14/2022 11:10,B-37
A-2232,C-1037,LOAN,INR,34517.03,SUSPENDED,08/13/2022 00:12,B-29
A-2233,C-1327,CURRENT,EUR,43318.57,ACTIVE,08/07/2025 04:32,B-38
A-2234,C-1425,CURRENT,GBP,16549.24,CLOSED,05/19/2025 16:12,B-8
A-2235,C-1478,CURRENT,GBP,94753.57,SUSPENDED,11/06/2022 09:37,B-46
A-2236,C-1458,SAVINGS,GBP,19710.56,SUSPENDED,10/18/2024 21:03,B-19
A-2237,C-1140,CREDIT,INR,53394.46,SUSPENDED,02/06/2022 23:09,B-9
A-2238,C-1328,CURRENT,EUR,65907.41,SUSPENDED,08/25/2022 22:13,B-11
A-2239,C-1461,CREDIT,INR,4215.31,ACTIVE,11/24/2020 01:53,B-39
A-2240,C-1041,CREDIT,EUR,76719.2,CLOSED,06/30/2022 08:54,B-3
A-2241,C-1316,SAVINGS,JPY,88910.79,SUSPENDED,12/15/2022 08:32,B-41
A-2242,C-1148,CREDIT,JPY,24563.3,SUSPENDED,10/09/2021 08:43,B-42
A-2243,C-1207,LOAN,USD,68892.5,ACTIVE,01/17/2021 19:58,B-20
A-2244,C-1225,LOAN,JPY,20481.9,SUSPENDED,09/24/2021 14:13,B-27
A-2245,C-1073,CREDIT,GBP,97539.88,ACTIVE,03/31/2025 03:16,B-21
A-2246,C-1389,SAVINGS,GBP,24249.61,ACTIVE,03/03/2023 11:59,B-24
A-2247,C-1136,CURRENT,EUR,9771.48,CLOSED,07/20/2024 04:57,B-29
A-2248,C-1484,LOAN,EUR,96272.32,ACTIVE,03/25/2021 10:15,B-25
A-2249,C-1416,CREDIT,EUR,76335.83,CLOSED,08/06/2025 14:06,B-21
A-2250,C-1263,LOAN,GBP,49787.29,ACTIVE,10/15/2020 18:03,B-30
A-2251,C-1483,LOAN,EUR,21592.93,CLOSED,06/04/2021 03:47,B-26
A-2252,C-1024,CREDIT,JPY,59792.13,SUSPENDED,07/07/2024 01:16,B-4
A-2253,C-1344,CREDIT,INR,916.92,ACTIVE,01/14/2022 09:43,B-31
A-2254,C-1220,CREDIT,GBP,76409.29,CLOSED,01/15/2022 12:44,B-9
A-2255,C-1023,SAVINGS,INR,56225.5,CLOSED,10/11/2021 04:55,B-26
A-2256,C-1283,SAVINGS,JPY,50475.13,SUSPENDED,02/21/2023 03:37,B-19
A-2257,C-1143,SAVINGS,EUR,97510.77,CLOSED,02/03/2021 18:32,B-40
A-2258,C-1191,CREDIT,EUR,19985.88,SUSPENDED,10/29/2023 15:30,B-22
A-2259,C-1205,SAVINGS,USD,3987.51,SUSPENDED,02/23/2021 13:33,B-33
A-2260,C-1170,LOAN,EUR,60665.43,SUSPENDED,05/21/2024 20:18,B-31
A-2261,C-1071,CREDIT,EUR,39356.16,SUSPENDED,03/02/2024 19:33,B-21
A-2262,C-1378,CREDIT,INR,82846.11,SUSPENDED,11/08/2022 08:29,B-20
A-2263,C-1250,CREDIT,JPY,81593.31,CLOSED,04/19/2025 15:36,B-46
A-2264,C-1169,SAVINGS,JPY,58411.84,SUSPENDED,08/01/2024 23:58,B-44
A-2265,C-1446,SAVINGS,INR,47511.56,SUSPENDED,07/07/2021 11:22,B-45
A-2266,C-1400,CURRENT,USD,58393.98,ACTIVE,09/13/2024 14:47,B-50
A-2267,C-1268,LOAN,EUR,82183.96,ACTIVE,11/11/2024 08:28,B-41
A-2268,C-1016,SAVINGS,EUR,1991.84,CLOSED,05/20/2023 12:19,B-37
A-2269,C-1214,LOAN,EUR,41096.7,SUSPENDED,11/13/2022 00:49,B-10
A-2270,C-1471,SAVINGS,EUR,51916.45,SUSPENDED,03/03/2024 20:22,B-31
A-2271,C-1166,LOAN,INR,37744.8,ACTIVE,07/20/2021 18:33,B-43
A-2272,C-1235,CREDIT,INR,35493.27,SUSPENDED,03/17/2022 00:32,B-35
A-2273,C-1348,CREDIT,INR,48469.59,ACTIVE,11/23/2022 03:52,B-42
A-2274,C-1142,CREDIT,EUR,94154.41,CLOSED,01/28/2021 07:59,B-36
A-2275,C-1394,CURRENT,JPY,31772.37,CLOSED,12/09/2023 02:10,B-19
A-2276,C-1286,CREDIT,GBP,12275.22,SUSPENDED,09/17/2023 13:57,B-47
A-2277,C-1278,LOAN,GBP,95465.43,ACTIVE,04/04/2025 14:40,B-25
A-2278,C-1148,CREDIT,USD,34701.72,CLOSED,08/02/2022 07:41,B-3
A-2279,C-1335,LOAN,EUR,20286.59,SUSPENDED,03/20/2025 16:40,B-17
A-2280,C-1138,CREDIT,EUR,11011.74,SUSPENDED,05/26/2024 01:41,B-36
A-2281,C-1300,CURRENT,USD,67016.41,SUSPENDED,12/17/2021 13:45,B-16
A-2282,C-1115,CURRENT,USD,10109.78,CLOSED,08/22/2024 11:25,B-41
A-2283,C-1367,SAVINGS,EUR,617.63,SUSPENDED,11/29/2021 17:08,B-31
A-2284,C-1475,LOAN,JPY,47797.11,ACTIVE,07/16/2023 13:36,B-11
A-2285,C-1387,CREDIT,GBP,64625.2,ACTIVE,12/14/2024 06:38,B-19
A-2286,C-1333,CURRENT,INR,73894.78,ACTIVE,03/12/2021 23:04,B-37
A-2287,C-1467,LOAN,EUR,93398.87,ACTIVE,03/07/2022 16:59,B-12
A-2288,C-1428,LOAN,EUR,93667.21,CLOSED,12/22/2021 03:02,B-26
A-2289,C-1448,SAVINGS,GBP,56839.39,ACTIVE,05/06/2023 15:58,B-3
A-2290,C-1475,CREDIT,JPY,98911.04,SUSPENDED,12/28/2020 10:34,B-22
A-2291,C-1268,CURRENT,INR,46855.27,ACTIVE,08/17/2025 04:02,B-32
A-2292,C-1414,CREDIT,EUR,73138.81,SUSPENDED,07/28/2023 06:14,B-8
A-2293,C-1131,CURRENT,USD,73688.13,CLOSED,12/05/2023 20:37,B-46
A-2294,C-1290,CURRENT,EUR,61134.35,SUSPENDED,01/02/2024 14:09,B-44
A-2295,C-1459,LOAN,INR,32859.87,CLOSED,03/11/2025 05:31,B-26
A-2296,C-1342,CURRENT,EUR,47797.66,ACTIVE,01/18/2023 04:52,B-7
A-2297,C-1003,LOAN,EUR,44728.88,CLOSED,10/26/2022 05:44,B-17
A-2298,C-1488,CREDIT,INR,72315.96,ACTIVE,12/18/2024 10:51,B-22
